id_projeto,fonte_dado,pais,estado_regiao,empresa_consorcio,status_maturidade,fase,tecnologia_eletrolise,aplicacao_final,produto_final,capacidade_mw,producao_t_ano,producao_kg_dia,investimento,moeda_investimento,data_anuncio,previsao_operacao,fonte_renovavel,materia_prima,tipo_parceria,url_fonte,id_fontes,id_estados,id_empresas,id_status,id_tecnologias,id_aplicacoes
H2V-00232,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00233,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00234,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00235,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00236,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00237,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00238,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00239,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00240,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00241,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00242,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00243,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00244,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00245,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00246,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00247,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00248,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00249,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00250,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00251,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00252,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00253,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00254,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00255,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00256,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
H2V-00257,ANP - Dados Abertos,Brasil,,,,,,,,,,,,,,,,,,https://www.gov.br/anp/pt-br/acesso-a-informacao/institucional/agenda-dirigentes/agendadirigentesate2020.xlsx,3,1,1,33,1,18
