FID,FID_H2_REN,nome_usina,proprietario,RIO,potencia_instalada_kw,ano_inicio_operacao,codigo_ceg_aneel,potencial_h2_t_ano,fonte_energia,FID_LM_Est,NM_REGIAO,CD_GCUF,NM_UF,NM_UF_SIGL,AR_MUN_201,longitude,latitude,fonte_dado,origem
467,183,Santana do Deserto I,Central Geradora Hidroelétrica Santana do Deserto Ltda.,Ribeirão Caguincho,1600.0,1527206400000.0,CGH.PH.MG.035745-6.01,464,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-43.15506279599994,-21.96380372299996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
468,203,Posses,Grão Mogol Energia Ltda.,Ribeirão Itapeva,950.0,1385424000000.0,CGH.PH.MG.031281-9.01,275,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.52222309899999,-21.96310036199994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
469,210,Quatiara,Quatiara Energia S.A.,Rio do Peixe,2600.0,-978307200000.0,CGH.PH.SP.002164-4.02,754,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-50.92912507199998,-21.95167442599993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
470,239,Boa Vista Capeada,Con Energética Participações S.A.,Ribeirão da Itapeva,720.0,-2209161600000.0,CGH.PH.MG.030919-2.01,209,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.51064682999998,-21.95018547199992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
471,145,Ribeirão,GESM - Geração de Energia Sul de Minas S.A.,Ribeirão das Furnas,180.0,-1861920000000.0,CGH.PH.MG.028019-4.01,52,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.84557073900001,-21.941451704,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
472,110,Pirambeira,GESM - Geração de Energia Sul de Minas S.A.,Ribeirão das Furnas,528.0,-1356998400000.0,CGH.PH.MG.028018-6.01,153,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.79730790799998,-21.92768246499999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
473,270,Xicão,CEMIG Geração e Transmissão S.A.,Ribeirão Santa Cruz,1808.0,-883612800000.0,CGH.PH.MG.003059-7.02,524,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-45.47101120599991,-21.92413136299998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
474,1581,Simplício,Furnas Centrais Elétricas S.A.,Rio Paraíba do Sul,333700.0,1370390400000.0,UHE.PH.MG.029458-6.01,96725,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-42.79314838499994,-21.92074371199991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
475,1080,Guaimbê 5,100% para GUAIMBÉ V PARQUE SOLAR S.A. (PIE), ,30000.0,1523577600000.0,UFV.RS.SP.032330-6.01,8696,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.86512232699997,-21.90042536199999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
476,1079,Guaimbê 4,100% para GUAIMBÉ IV PARQUE SOLAR S.A. (PIE), ,30000.0,1524700800000.0,UFV.RS.SP.032329-2.01,8696,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.86137390899998,-21.897758983,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
477,1078,Guaimbê 3,100% para GUAIMBÉ III PARQUE SOLAR S.A. (PIE), ,30000.0,1538524800000.0,UFV.RS.SP.032328-4.01,8696,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.87461938599999,-21.89637327399992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
478,1077,Guaimbê 2,100% para GUAIMBÉ II PARQUE SOLAR S.A. (PIE), ,30000.0,1517875200000.0,UFV.RS.SP.032327-6.01,8696,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.87073957999996,-21.89316653399989,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
479,1076,Guaimbê 1,100% para GUAIMBÉ I PARQUE SOLAR S.A. (PIE), ,30000.0,1520899200000.0,UFV.RS.SP.032326-8.01,8696,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.86727847099993,-21.89124248799995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
480,1352,São Luiz,Abengoa Bioenergia Agroindústria Ltda., ,70400.0,934675200000.0,UTE.AI.SP.026869-0.01,20406,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-47.30533168399999,-21.88559823099994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
481,1563,Picada,Votorantim Metais Zinco S.A.,Rio do Peixe,50000.0,1151712000000.0,UHE.PH.MG.002053-2.01,14493,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-43.54083611099996,-21.88485833299992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
482,1423,UFA,Usina Alto Alegre S.A. Açúcar e Álcool, ,25200.0,1251849600000.0,UTE.AI.SP.028366-5.01,7304,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-51.26058333299996,-21.86566666699997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
483,1348,Eldorado,Usina Eldorado S.A., ,140000.0,1307145600000.0,UTE.AI.MS.029193-5.01,40580,BIOMASSA,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-54.02224829899993,-21.86474991099997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
484,254,Quilombo,Quilombo Energia S.A.,Ribeirão Quilombo,3000.0,1569888000000.0,CGH.PH.RJ.038155-1.01,870,HIDRO,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-42.43552222200002,-21.86363333299995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
485,122,Cachoeira do Brumado,Berenice Ribeiro Machado e outros,Rio Brumado,2340.0,1267833600000.0,CGH.PH.MG.029723-2.02,678,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-43.89017664899992,-21.85123955799997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
486,1253,Clealco Queiroz,Clealco Açúcar e Álcool Ltda, ,45000.0,1270857600000.0,UTE.AI.SP.030036-5.01,13043,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-50.24723455399995,-21.85030966599995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
487,1401,Ferrari,Ferrari Termoelétrica S.A., ,80500.0,378691200000.0,UTE.AI.SP.028058-5.01,23333,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-47.36027980300001,-21.8449493209999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
488,1604,Paciência,CEMIG Geração Sul S.A.,Rio Paraibuna,4080.0,-2209161600000.0,UHE.PH.MG.001927-5.01,1183,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-43.33947619299991,-21.84467144199991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
489,1632,Ilha dos Pombos,Light Energia S.A.,Rio Paraíba do Sul,187169.0,-1451692800000.0,UHE.PH.RJ.001113-4.01,54252,HIDRO,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-42.57944444399994,-21.84333333299995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
490,217,João Franco,Porto Energética Ltda.,Rio Machado,1000.0,1426464000000.0,CGH.PH.MG.029644-9.01,290,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.09219184499997,-21.83452691599997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
491,1250,Iacanga,Ipiranga Bioenergia Iacanga S.A., ,53000.0,1270598400000.0,UTE.AI.SP.029636-8.01,15362,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-49.01213104999995,-21.7971774989999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
492,1539,Joasal,CEMIG Geração Sul S.A.,Rio Paraibuna,8400.0,-615513600000.0,UHE.PH.MG.001255-6.02,2435,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-43.29685974999997,-21.79656082799995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
493,1382,Zanin,Bioenergia Araraquara Ltda., ,16000.0,410227200000.0,UTE.AI.SP.028325-8.01,4638,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.17444000099995,-21.7903600019999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
494,1716,Marmelos,CEMIG Geração Sul S.A.,Rio Paraibuna,4000.0,-1735689600000.0,UHE.PH.MG.001420-6.01,1159,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-43.31050463999998,-21.78704913999997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
495,1339,Vista Alegre II,Geração Bioeletricidade Vista Alegre II S.A., ,30000.0,1431993600000.0,UTE.AI.MS.031702-0.01,8696,BIOMASSA,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-55.57659709399998,-21.78022470299992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
496,1433,Vista Alegre I (Antiga Energética Vista Alegre),"Tonon Bioenergia S.A.,Geração BIomassa VIsta Alegre I S.A.", ,60000.0,1248998400000.0,UTE.AI.MS.029994-4.01,17391,BIOMASSA,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-55.57659709399998,-21.78022470299992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
497,218,Ubirajara Machado Moraes,DME Distribuição S.A.,Ribeirão das Antas,656.0,498528000000.0,CGH.PH.MG.027139-0.01,190,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.61514682399998,-21.77497113,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
498,29,José Togni,DME Distribuição S.A.,Rio das Antas,607.75,591667200000.0,CGH.PH.MG.000298-4.01,176,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.60864098499992,-21.76818797299991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
499,1511,Pedro Affonso Junqueira (Antiga Antas I),DME Energética S.A,Rio das Antas,8780.0,-2209161600000.0,UHE.PH.MG.000109-0.01,2545,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.60781652899992,-21.76776267599999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
500,1536,Walter Rossi (Antiga Antas II),DME Distribuição S.A.,Rio Lambari,16500.0,899251200000.0,UHE.PH.MG.000110-4.01,4783,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.60499999999993,-21.76333333299996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
501,1726,Ibitinga,AES Tietê Energia S.A.,Rio Tietê,131490.0,-22118400000.0,UHE.PH.SP.001097-9.01,38113,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-48.99055599999997,-21.75916699999994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
502,1216,Santa Cruz AB (Antiga Ometto),Cia. Bioenergética Santa Cruz 1 S.A., ,86400.0,1242950400000.0,UTE.AI.SP.001609-8.01,25043,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.10660499700001,-21.73003694499996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
503,103,Pedacinho do Céu,CGH Pedacinho do Céu SPE Energia Elétrica Ltda.,Rio do Peixe,800.0,1372118400000.0,CGH.PH.MG.031265-7.01,232,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.20905387999994,-21.72991800999998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
504,1232,Passa Tempo,Biosev S/A, ,73800.0,988675200000.0,UTE.AI.MS.028111-5.01,21391,BIOMASSA,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-54.55732999999994,-21.69619999999999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
505,1319,Biolins,JBS S.A., ,72000.0,1267228800000.0,UTE.AI.SP.030125-6.01,20870,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-49.78065823099993,-21.67627752599997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
506,1238,Canabrava,Canabrava  Energética S.A., ,44000.0,1345593600000.0,UTE.AI.RJ.030066-7.01,12754,BIOMASSA,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-41.39566455399991,-21.64912966599995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
507,1542,Rio do Peixe (Casa de Força I e II),CPFL Geração de Energia S.A.,Rio do Peixe,18060.0,-1420070400000.0,UHE.PH.SP.002353-1.01,5235,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-46.790440786,-21.627084785,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
508,1692,Limoeiro (Armando Salles de Oliveira),AES Tietê S.A.,Rio Pardo,32000.0,-348451200000.0,UHE.PH.SP.001328-5.01,9275,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-47.00944399999997,-21.62527799999999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
509,1465,CTR Juiz de Fora,VALORGAS - ENERGIA E BIOGAS LTDA, ,4278.0,1375315200000.0,UTE.RU.MG.031206-1.01,1240,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-43.42172415399991,-21.61871947699992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
510,1570,Euclides da Cunha,AES Tietê Energia S.A.,Rio Pardo,108800.0,-286156800000.0,UHE.PH.SP.000923-7.01,31536,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-46.94916699999993,-21.60305599999995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
511,1828,Lins 07, , ,5010.0,,UFV.RS.SP.049932-3.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.73188611099994,-21.59741389299995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
512,1830,Lins 08, , ,5010.0,,UFV.RS.SP.049933-1.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.72855832999993,-21.59730555499995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
513,1827,Lins 01, , ,5010.0,,UFV.RS.SP.049926-9.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.74483611199993,-21.59619166499989,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
514,1833,Lins 06, , ,5010.0,,UFV.RS.SP.049931-5.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.74483611199993,-21.59619166499989,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
515,1831,Lins 02, , ,5010.0,,UFV.RS.SP.049927-7.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.74161110899999,-21.59609444200002,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
516,1832,Lins 03, , ,5010.0,,UFV.RS.SP.049928-5.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.738444444,-21.59578888699996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
517,1826,Lins 04, , ,5010.0,,UFV.RS.SP.049929-3.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.73518055799994,-21.59574444599993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
518,1829,Lins 05, , ,5010.0,,UFV.RS.SP.049930-7.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-49.7317138879999,-21.59571944099999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
519,1635,Caconde,AES Tietê Energia S.A.,Rio Pardo,80400.0,-106099200000.0,UHE.PH.SP.000588-6.01,23304,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-46.62416666999995,-21.57666666999998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
520,790,Gargaú,Gargaú Energética S.A., ,28050.0,1288224000000.0,EOL.CV.RJ.028730-0.01,8130,EOL,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-41.0731069189999,-21.56572196299991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
521,1275,Lucélia,Bioenergia do Brasil S/A, ,15700.0,1025481600000.0,UTE.AI.SP.027338-4.01,4551,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-50.959394554,-21.56486966599991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
522,1421,Equipav,Renuka do Brasil S.A., ,58400.0,1033430400000.0,UTE.AI.SP.028101-8.01,16928,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-49.86998663199992,-21.56073370799992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
523,1221,Equipav II,Renuka Geradora de Energia Elétrica Ltda., ,80000.0,1229644800000.0,UTE.AI.SP.029765-8.01,23188,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-49.86948456499995,-21.56020308899998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
524,121,Serrania,"Itaca Energia S.A., SM Geração de Energia Ltda.",Rio Muzambo,988.8,544233600000.0,CGH.PH.MG.029881-6.01,287,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.19075169499995,-21.55936598999991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
525,1397,Predilecta,Predilecta Alimentos Ltda., ,5000.0,1576800000000.0,UTE.FL.SP.035103-2.01,1449,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.52526672199994,-21.55075650499996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
526,1255,LDC Bioenergia Rio Brilhante (Antiga Louis Dreyfus Rio Brilhante),Biosev S/A, ,90000.0,1238630400000.0,UTE.AI.MS.029718-6.01,26087,BIOMASSA,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-54.70183455399999,-21.51390966599991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
527,1727,Piau,CEMIG Geração Sul S.A.,Rio Piau,18012.0,-473385600000.0,UHE.PH.MG.002052-4.01,5221,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-43.40264166699993,-21.489655,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
528,1495,Branco Peres,Branco Peres Agro S.A., ,15000.0,1604016000000.0,UTE.AI.SP.027947-1.01,4348,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-51.02833333299996,-21.48777777799993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
529,1435,Rio Vermelho,Glencane Bioenergia S/A, ,40000.0,1402531200000.0,UTE.AI.SP.030543-0.01,11594,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-51.36043455399994,-21.48740966599994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
530,1228,São José da Estiva,UTE São José da Estiva S.A., ,42500.0,1383955200000.0,UTE.AI.SP.027814-9.01,12319,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-49.22175000099999,-21.46847499799994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
531,1451,Santa Isabel,Usina Santa Izabel S.A., ,46000.0,333936000000.0,UTE.AI.SP.028401-7.01,13333,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-49.22175000099999,-21.46847499799994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
532,1415,Santa Luzia I,Agro Energia Santa Luiza S.A ; OER Nova Alvorada Energia S.A, ,130000.0,1291248000000.0,UTE.AI.MS.030006-3.01,37681,BIOMASSA,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-54.38280388699994,-21.46663388799993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
533,1061,Dracena 1,100% para DRACENA I PARQUE SOLAR S.A. (PIE), ,27000.0,1566604800000.0,UFV.RS.SP.032312-8.01,7826,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-51.59443813199991,-21.46227350199992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
534,1062,Dracena 2,100% para DRACENA II PARQUE SOLAR S.A. (PIE), ,27000.0,1566604800000.0,UFV.RS.SP.032313-6.01,7826,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-51.59298814799993,-21.45752350299993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
535,1520,Barra do Braúna,Barra do Braúna Energética S.A.,Rio Pomba,39000.0,1261699200000.0,UHE.PH.MG.000215-1.01,11304,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-42.40463836199996,-21.45014184599997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
536,1063,Dracena 4,100% para DRACENA IV PARQUE SOLAR S.A. (PIE), ,27000.0,1566604800000.0,UFV.RS.SP.032315-2.01,7826,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-51.59002333999993,-21.44813057999991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
537,216,São Sebastião,CPFL Centrais Geradoras Ltda.,Rio Canoas,680.0,-1388620800000.0,CGH.PH.MG.028023-2.01,197,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-46.91722880199995,-21.42190570999996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
538,1834,Panorama 06, , ,5010.0,,UFV.RS.SP.049406-2.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-51.79726666499997,-21.41923611599997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
539,1835,Panorama 03, , ,5010.0,,UFV.RS.SP.049403-8.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-51.80068333299996,-21.41915833599993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
540,1392,Biogás Bonfim,Raízen Biogás Ltda., ,8955.0,1597190400000.0,UTE.AI.SP.035109-1.01,2596,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.29249666799999,-21.4189669469999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
541,1839,Panorama 02, , ,5010.0,,UFV.RS.SP.049402-0.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-51.80076110999991,-21.41734721999991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
542,1841,Panorama 05, , ,5010.0,,UFV.RS.SP.049405-4.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-51.79731944399998,-21.41733611199997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
543,1838,Panorama 07, , ,5010.0,,UFV.RS.SP.049407-0.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-51.79435833199994,-21.41585277899998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
544,1840,Panorama 08, , ,5010.0,,UFV.RS.SP.049408-9.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-51.79144443999999,-21.41568888599992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
545,1836,Panorama 04, , ,5010.0,,UFV.RS.SP.049404-6.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-51.79734166899996,-21.41551944699994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
546,1837,Panorama 01, , ,5010.0,,UFV.RS.SP.049401-1.01,1452,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-51.800808333,-21.415461105,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
547,1332,Usina Bonfim,Bioenergia Barra Ltda, ,111000.0,1276300800000.0,UTE.AI.SP.029665-1.01,32174,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.27863455399994,-21.41380966599996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
548,1483,Diana,Diana Bioenergia Avanhandava S.A., ,6000.0,962150400000.0,UTE.AI.SP.027890-4.01,1739,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-49.89350001899997,-21.401300207,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
549,258,Dr. Tito 2,SM Geração de Energia Ltda.,Ribeirão da Onça,500.0,1428624000000.0,CGH.PH.MG.029661-9.01,145,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.92884586999996,-21.40053300599994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
550,1385,Guatapará,Guatapará Energia S.A., ,5704.0,1409270400000.0,UTE.RU.SP.031440-4.01,1653,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-47.95279194899999,-21.39215583099994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
551,1316,Usina Monte Alegre,Usina Monte Alegre Ltda., ,18500.0,1246924800000.0,UTE.AI.MG.029688-0.01,5362,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.24766547099998,-21.38492483799993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
552,1453,São Martinho,São Martinho S.A., ,73000.0,157766400000.0,UTE.AI.SP.026874-7.01,21159,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.06558305600001,-21.35804888899993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
553,1245,Rio Vermelho 2,Glencane Bioenergia S.A, ,40000.0,1418688000000.0,UTE.AI.SP.031793-4.01,11594,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-51.35639418599995,-21.35236942099995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
554,26,Santa Cleonice,RP Geradora de Energia Ltda.,Rio Canoas,440.3,1327622400000.0,CGH.PH.MG.029216-8.01,128,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.83363592299995,-21.34803214799999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
555,1398,Bioenergia Mococa,Ipiranga Bioenergia Mococa S.A., ,45000.0,1589500800000.0,UTE.AI.SP.040824-7.01,13043,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-47.15591937299994,-21.34320208899994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
556,1205,Rio Vermelho 3,Glencane Bioenergia S.A., ,20000.0,-2209161600000.0,UTE.AI.SP.035093-1.01,5797,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-51.36586179499993,-21.33969526599995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
557,1368,Santa Adélia,Termelétrica Santa Adélia Ltda, ,42000.0,1028160000000.0,UTE.AI.SP.027343-0.01,12174,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.29298455399994,-21.33718966599994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
558,226,Cajuru,Usina Hidrelétrica Rio Grande Ltda.,Rio Cubatão,606.4,-1449014400000.0,CGH.PH.SP.028719-9.01,176,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-47.29813236800002,-21.33254153999993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
559,1586,Camargos,CEMIG Geração e Transmissão S/A,Rio Grande,46000.0,-315619200000.0,UHE.PH.MG.000608-4.01,13333,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.61588358299996,-21.32534753499996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
560,1331,Univalem Bioenergia,Barra Bioenergia Ltda., ,45000.0,1343692800000.0,UTE.AI.SP.030264-3.01,13043,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-50.94941299999995,-21.32450477499995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
561,1759,Univalem, , ,35000.0,,UTE.AI.SP.030264-3.01,10145,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-50.94941305999996,-21.32450471999994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
562,1750,São Martinho Bioenergia, , ,40000.0,,UTE.AI.SP.032371-3.01,11594,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.1213486519999,-21.32324390099998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
